Datatype: PopulationSize
  0.00	   316228.00	        0.00	100000000.00	        1.00	        0.00	   316228.00
  0.01	   318360.00	     3119.00	 99896639.00	        1.00	     5251.00	   316228.00
  0.02	   320504.00	     6234.00	 99793485.00	        1.00	    10510.00	   316228.00
  0.03	   322709.00	     9412.00	 99690761.00	        1.00	    15893.00	   316228.00
  0.04	   324863.00	    12548.00	 99587466.00	        1.00	    21182.00	   316228.00
  0.05	   327204.00	    15609.00	 99484865.00	        1.00	    26584.00	   316228.00
  0.06	   329575.00	    18667.00	 99381870.00	        1.00	    32012.00	   316228.00
  0.07	   332097.00	    21718.00	 99279341.00	        1.00	    37585.00	   316228.00
  0.08	   334538.00	    24780.00	 99176697.00	        1.00	    43088.00	   316228.00
  0.09	   337186.00	    27794.00	 99074492.00	        1.00	    48747.00	   316228.00
  0.10	   339722.00	    30881.00	 98972140.00	        1.00	    54367.00	   316228.00
  0.11	   342278.00	    33979.00	 98869784.00	        1.00	    60018.00	   316228.00
  0.12	   345041.00	    37018.00	 98767983.00	        1.00	    65819.00	   316228.00
  0.13	   347860.00	    40028.00	 98665885.00	        1.00	    71647.00	   316228.00
  0.14	   350626.00	    43026.00	 98563928.00	        1.00	    77409.00	   316228.00
  0.15	   353346.00	    46112.00	 98461989.00	        1.00	    83215.00	   316228.00
  0.16	   356252.00	    49084.00	 98360128.00	        1.00	    89091.00	   316228.00
  0.17	   359187.00	    52133.00	 98258998.00	        1.00	    95077.00	   316228.00
  0.18	   362123.00	    55137.00	 98157135.00	        1.00	   101018.00	   316228.00
  0.19	   365096.00	    58272.00	 98055524.00	        1.00	   107128.00	   316228.00
  0.20	   367967.00	    61453.00	 97954130.00	        1.00	   113185.00	   316228.00
  0.21	   370864.00	    64713.00	 97853185.00	        1.00	   119351.00	   316228.00
  0.22	   373796.00	    68054.00	 97751795.00	        1.00	   125632.00	   316228.00
  0.23	   376704.00	    71504.00	 97651213.00	        1.00	   132004.00	   316228.00
  0.24	   379469.00	    74953.00	 97550780.00	        1.00	   138230.00	   316228.00
  0.25	   381750.00	    79083.00	 97451279.00	        1.00	   144666.00	   316228.00
  0.26	   384242.00	    83095.00	 97351688.00	        1.00	   151199.00	   316228.00
  0.27	   385962.00	    87747.00	 97253313.00	        1.00	   157616.00	   316228.00
  0.28	   387390.00	    92708.00	 97155144.00	        1.00	   164059.00	   316228.00
  0.29	   388407.00	    98055.00	 97058151.00	        1.00	   170488.00	   316228.00
  0.30	   388784.00	   104072.00	 96962146.00	        1.00	   176967.00	   316228.00
  0.31	   388664.00	   110611.00	 96867564.00	        1.00	   183490.00	   316228.00
  0.32	   387046.00	   118601.00	 96774210.00	        1.00	   190009.00	   316228.00
  0.33	   385229.00	   126695.00	 96681816.00	        1.00	   196434.00	   316228.00
  0.34	   382386.00	   135928.00	 96590662.00	        1.00	   203011.00	   316228.00
  0.35	   378947.00	   145493.00	 96500886.00	        1.00	   209336.00	   316228.00
  0.36	   374456.00	   156030.00	 96413028.00	        1.00	   215627.00	   316228.00
  0.37	   368703.00	   167679.00	 96326745.00	        1.00	   221804.00	   316228.00
  0.38	   362714.00	   179328.00	 96241708.00	        1.00	   227759.00	   316228.00
  0.39	   355648.00	   191965.00	 96158830.00	        1.00	   233663.00	   316228.00
  0.40	   347980.00	   205025.00	 96077107.00	        1.00	   239415.00	   316228.00
  0.41	   338084.00	   220187.00	 96000340.00	        1.00	   245134.00	   316228.00
  0.42	   327222.00	   236090.00	 95925381.00	        1.00	   250673.00	   316228.00
  0.43	   315215.00	   252921.00	 95853720.00	        1.00	   256064.00	   316228.00
  0.44	   302599.00	   270163.00	 95785263.00	        1.00	   261301.00	   316228.00
  0.45	   289719.00	   287365.00	 95717753.00	        1.00	   266266.00	   316228.00
  0.46	   275304.00	   305814.00	 95654394.00	        1.00	   271040.00	   316228.00
  0.47	   261558.00	   323273.00	 95593123.00	        1.00	   275523.00	   316228.00
